OrderDate,SalesID,SalesName,InvoiceNo,CustomerName,Gender,CustomerID,CustomerType,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,CreditedAmount,Commission,Year,Month,Day,NetSales,DueAmount
7/18/2025,SID004,Sadia Afrin,INV2507102995,Royal Cosmetics,Male,CUS00295,Retail,Women's Saree,APP005,Fashion Apparel,CAT001,3200,93,297600,29760,267840,0,0,8035.2,2025,July,18,267840,0
11/7/2025,SID011,Sadia Afrin,INV2511102996,Grace Boutique,Male,CUS00491,Walk In,Face Serum,COS014,Cosmetics,CAT002,1300,21,27300,819,26481,529.62,5296.2,794.43,2025,November,7,25951.38,5296.2
6/12/2025,SID008,Tanvir Islam,INV2506102997,Diamond Cosmetics,Female,CUS00132,Corporate,Hair Spray,COS029,Cosmetics,CAT002,450,54,24300,1215,23085,461.7,4617,692.55,2025,June,12,22623.3,4617
10/1/2025,SID003,Rafiul Karim,INV2510102998,Diamond Cosmetics,Both,CUS00389,Online,Shaving Cream,COS021,Cosmetics,CAT002,350,87,30450,0,30450,0,0,913.5,2025,October,1,30450,0
12/5/2026,SID018,Mahmudul Hasan,INV2612102999,Moonlight Cosmetics,Male,CUS00302,Retail,Hair Straightener,COS035,Cosmetics,CAT002,3500,23,80500,8050,72450,1449,0,2173.5,2026,December,5,71001,0
4/21/2025,SID016,Nayeem Hasan,INV2504103000,Elite Collection,Male,CUS00119,Distributor,Backpack,ACC012,Accessories,CAT003,3000,95,285000,19950,265050,5301,79515,7951.5,2025,April,21,259749,79515
12/20/2026,SID007,Nusrat Jahan,INV2612103001,Cosmetics Central,Female,CUST058,Distributor,Personal Lubricant,COS039,Cosmetics,CAT002,350,42,14700,735,13965,0,4189.5,418.95,2026,December,20,13965,4189.5
6/25/2025,SID011,Tanjina Sultana,INV2506103002,Global Apparel,Male,CUS00111,Corporate,Luggage,ACC013,Accessories,CAT003,8000,83,664000,66400,597600,0,119520,17928,2025,June,25,597600,119520
8/31/2026,SID003,Tanjina Sultana,INV2608103003,Chic Collection,Male,CUST050,Online,Face Toner,COS033,Cosmetics,CAT002,500,91,45500,0,45500,2275,9100,1365,2026,August,31,43225,9100
3/17/2026,SID001,Nayeem Hasan,INV2603103004,Beauty World,Male,CUST010,Distributor,Lipstick,COS002,Cosmetics,CAT002,850,6,5100,255,4845,0,1453.5,145.35,2026,March,17,4845,1453.5
8/8/2025,SID009,Arif Hossain,INV2508103005,Fashion Express,Male,CUS00273,Online,Kids Dress,APP008,Fashion Apparel,CAT001,950,66,62700,6270,56430,0,11286,1692.9,2025,August,8,56430,11286
6/1/2026,SID009,Tanvir Islam,INV2606103006,Cosmetics Central,Female,CUST058,Distributor,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,13,11700,1170,10530,526.5,3159,315.9,2026,June,1,10003.5,3159
7/15/2025,SID014,Siam Ahmed,INV2507103007,Beauty Point,Female,CUST066,Corporate,Makeup Kit,COS034,Cosmetics,CAT002,2500,88,220000,11000,209000,4180,0,6270,2025,July,15,204820,0
5/6/2025,SID016,Tanjina Sultana,INV2505103008,Smart Beauty,Both,CUS00426,Retail,Keychain,ACC015,Accessories,CAT003,300,31,9300,930,8370,418.5,2511,251.1,2025,May,6,7951.5,2511
4/14/2025,SID007,Rakib Hasan,INV2504103009,New Era Fashion,Male,CUS00005,Walk In,Underarm Whitening Cream,HYG015,Hygiene Products,CAT004,500,77,38500,1155,37345,1867.25,7469,1120.35,2025,April,14,35477.75,7469
2/13/2025,SID015,Shuvo Das,INV2502103010,Royal Style,Male,CUS00397,Distributor,Men Shirt,APP017,Fashion Apparel,CAT001,1600,31,49600,3472,46128,922.56,0,1383.84,2025,February,13,45205.44,0
4/27/2025,SID019,Rashedul Islam,INV2504103011,Trendy Shop,Both,CUS00129,Online,Face Wash,COS001,Cosmetics,CAT002,450,44,19800,0,19800,396,3960,594,2025,April,27,19404,3960
12/20/2026,SID014,Samira Akter,INV2612103012,Beauty Avenue,Female,CUST049,Distributor,Sanitary Napkins,HYG004,Hygiene Products,CAT004,350,85,29750,0,29750,1487.5,5950,892.5,2026,December,20,28262.5,5950
7/17/2026,SID008,Shuvo Das,INV2607103013,Trendy Shop,Male,CUS00065,Online,Luggage,ACC013,Accessories,CAT003,8000,44,352000,17600,334400,0,100320,10032,2026,July,17,334400,100320
9/10/2025,SID015,Rafiul Karim,INV2509103014,Fashion Avenue,Both,CUS00057,Walk In,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,68,17000,1700,15300,306,3060,459,2025,September,10,14994,3060
12/16/2025,SID019,Arif Hossain,INV2512103015,Signature Fashion,Female,CUS00134,Distributor,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,73,18250,547.5,17702.5,354.05,0,531.07,2025,December,16,17348.45,0
2/15/2026,SID018,Mehedi Hasan,INV2602103016,Premium Beauty,Female,CUS00278,Retail,Luggage,ACC013,Accessories,CAT003,8000,67,536000,37520,498480,24924,149544,14954.4,2026,February,15,473556,149544
8/21/2026,SID012,Shakil Khan,INV2608103017,Beauty Point,Female,CUST066,Corporate,Women's Saree,APP005,Fashion Apparel,CAT001,3200,25,80000,5600,74400,3720,14880,2232,2026,August,21,70680,14880
1/14/2025,SID009,Mehedi Hasan,INV2501103018,Urban Avenue,Female,CUS00212,Corporate,Kids Dress,APP008,Fashion Apparel,CAT001,950,32,30400,912,29488,0,5897.6,884.64,2025,January,14,29488,5897.6
10/21/2025,SID013,Siam Ahmed,INV2510103019,Nova Cosmetics,Male,CUS00044,Online,Men Polo Shirt,APP002,Fashion Apparel,CAT001,1100,69,75900,5313,70587,1411.74,0,2117.61,2025,October,21,69175.26,0
5/25/2025,SID019,Farzana Akter,INV2505103020,Diamond Cosmetics,Both,CUS00084,Corporate,Mouthwash,HYG007,Hygiene Products,CAT004,300,91,27300,2730,24570,1228.5,0,737.1,2025,May,25,23341.5,0
11/24/2026,SID003,Sadia Afrin,INV2611103021,Luxury Apparel,Male,CUS00351,Distributor,Toothpaste,HYG005,Hygiene Products,CAT004,200,28,5600,280,5320,0,0,159.6,2026,November,24,5320,0
10/19/2025,SID008,Tanvir Islam,INV2510103022,Luxury Apparel,Male,CUS00206,Corporate,Face Mask,HYG002,Hygiene Products,CAT004,150,16,2400,0,2400,0,480,72,2025,October,19,2400,480
10/1/2026,SID003,Imran Hossain,INV2610103023,Style Corner,Both,CUS00337,Distributor,Underarm Whitening Cream,HYG015,Hygiene Products,CAT004,500,47,23500,1175,22325,446.5,4465,669.75,2026,October,1,21878.5,4465
5/15/2025,SID020,Imran Hossain,INV2505103024,Urban Style,Female,CUS00365,Corporate,Men Shirt,APP017,Fashion Apparel,CAT001,1600,67,107200,3216,103984,5199.2,0,3119.52,2025,May,15,98784.8,0
2/27/2026,SID020,Tasnia Rahman,INV2602103025,Beauty Avenue,Female,CUST049,Distributor,Face Mask,COS020,Cosmetics,CAT002,600,7,4200,294,3906,78.12,781.2,117.18,2026,February,27,3827.88,781.2
2/1/2025,SID020,Shakil Khan,INV2502103026,Fashion Plus,Male,CUS00428,Corporate,Footwear,ACC011,Accessories,CAT003,2500,12,30000,2100,27900,0,5580,837,2025,February,1,27900,5580
2/25/2026,SID017,Rafiul Karim,INV2602103027,Bloom Cosmetics,Female,CUST027,Distributor,Handbag,ACC001,Accessories,CAT003,3500,84,294000,8820,285180,5703.6,0,8555.4,2026,February,25,279476.4,0
5/30/2025,SID013,Farzana Akter,INV2505103028,Bloom Cosmetics,Female,CUST027,Distributor,Backpack,ACC012,Accessories,CAT003,3000,43,129000,3870,125130,6256.5,0,3753.9,2025,May,30,118873.5,0
4/27/2026,SID003,Mim Akter,INV2604103029,Urban Style,Both,CUS00302,Online,Women's Saree,APP005,Fashion Apparel,CAT001,3200,84,268800,0,268800,0,0,8064,2026,April,27,268800,0
9/14/2025,SID016,Rafiul Karim,INV2509103030,Urban Beauty,Both,CUS00420,Retail,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,83,66400,1992,64408,0,19322.4,1932.24,2025,September,14,64408,19322.4
12/27/2026,SID019,Sadia Afrin,INV2612103031,Infinity Style,Female,CUS00196,Walk In,Handbag,ACC001,Accessories,CAT003,3500,48,168000,5040,162960,8148,48888,4888.8,2026,December,27,154812,48888
5/21/2026,SID020,Farzana Akter,INV2605103032,Fashion Central,Male,CUS00344,Retail,Jewelry Set,ACC009,Accessories,CAT003,4500,25,112500,5625,106875,5343.75,32062.5,3206.25,2026,May,21,101531.25,32062.5
8/1/2025,SID013,Shuvo Das,INV2508103033,Beauty Point,Female,CUST066,Corporate,Body Lotion,COS004,Cosmetics,CAT002,650,60,39000,2730,36270,725.4,10881,1088.1,2025,August,1,35544.6,10881
3/2/2025,SID017,Tanvir Islam,INV2503103034,Crystal Cosmetics,Male,CUS00463,Walk In,Body Scrub,COS026,Cosmetics,CAT002,650,89,57850,4049.5,53800.5,1076.01,10760.1,1614.01,2025,March,2,52724.49,10760.1
4/22/2025,SID009,Mahmudul Hasan,INV2504103035,Unique Collection,Male,CUS00126,Walk In,Personal Toys,COS041,Cosmetics,CAT002,1500,85,127500,3825,123675,2473.5,24735,3710.25,2025,April,22,121201.5,24735
10/22/2025,SID012,Mehedi Hasan,INV2510103036,Perfect Beauty,Male,CUS00296,Walk In,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,80,144000,7200,136800,6840,41040,4104,2025,October,22,129960,41040
10/18/2026,SID019,Shakil Khan,INV2610103037,Fresh Look,Male,CUS00341,Online,Face Mask,HYG002,Hygiene Products,CAT004,150,35,5250,157.5,5092.5,101.85,1527.75,152.78,2026,October,18,4990.65,1527.75
4/22/2025,SID005,Siam Ahmed,INV2504103038,Fashion World,Both,CUS00210,Distributor,Diapers,HYG012,Hygiene Products,CAT004,800,9,7200,504,6696,133.92,2008.8,200.88,2025,April,22,6562.08,2008.8
2/3/2026,SID006,Arif Hossain,INV2602103039,Smart Collection,Male,CUS00153,Distributor,Baby Wipes,HYG011,Hygiene Products,CAT004,250,84,21000,1050,19950,997.5,3990,598.5,2026,February,3,18952.5,3990
4/22/2026,SID016,Abdullah Al Mamun,INV2604103040,Glow & Shine,Both,CUS00262,Distributor,Lipstick,COS002,Cosmetics,CAT002,850,38,32300,0,32300,0,6460,969,2026,April,22,32300,6460
9/14/2026,SID017,Sadia Afrin,INV2609103041,Royal Cosmetics,Male,CUS00073,Walk In,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,13,6500,650,5850,292.5,1170,175.5,2026,September,14,5557.5,1170
3/18/2026,SID018,Tasnia Rahman,INV2603103042,Signature Fashion,Both,CUS00192,Online,Handbag,ACC001,Accessories,CAT003,3500,90,315000,31500,283500,14175,56700,8505,2026,March,18,269325,56700
9/21/2026,SID019,Samira Akter,INV2609103043,Fashion Hub Ltd,Both,CUS00491,Online,Beard Oil,COS010,Cosmetics,CAT002,900,26,23400,702,22698,453.96,4539.6,680.94,2026,September,21,22244.04,4539.6
12/17/2026,SID020,Rafiul Karim,INV2612103044,Perfect Beauty,Both,CUS00417,Corporate,Face Mask,HYG002,Hygiene Products,CAT004,150,47,7050,705,6345,317.25,1903.5,190.35,2026,December,17,6027.75,1903.5
7/13/2026,SID020,Samira Akter,INV2607103045,Wonder Collection,Female,CUS00476,Retail,Gloves,ACC008,Accessories,CAT003,600,31,18600,1302,17298,864.9,0,518.94,2026,July,13,16433.1,0
9/1/2026,SID003,Shakil Khan,INV2609103046,Fashion Central,Female,CUS00107,Corporate,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,88,66000,1980,64020,0,0,1920.6,2026,September,1,64020,0
4/21/2026,SID005,Siam Ahmed,INV2604103047,Perfect Beauty,Both,CUS00200,Walk In,Personal Lubricant,COS039,Cosmetics,CAT002,350,54,18900,945,17955,359.1,0,538.65,2026,April,21,17595.9,0
7/8/2026,SID012,Tanvir Islam,INV2607103048,Smart Beauty,Female,CUS00425,Distributor,Jewelry Set,ACC009,Accessories,CAT003,4500,49,220500,0,220500,0,44100,6615,2026,July,8,220500,44100
2/9/2025,SID005,Tanjina Sultana,INV2502103049,Elite Fashion,Both,CUS00080,Retail,Men Jeans,APP003,Fashion Apparel,CAT001,2200,53,116600,11660,104940,5247,0,3148.2,2025,February,9,99693,0
12/7/2025,SID014,Rakib Hasan,INV2512103050,Cosmetics Central,Female,CUST058,Distributor,Foot Care Cream,COS023,Cosmetics,CAT002,300,69,20700,621,20079,401.58,4015.8,602.37,2025,December,7,19677.42,4015.8
5/30/2025,SID005,Nusrat Jahan,INV2505103051,Urban Style,Both,CUS00496,Corporate,Footwear,ACC011,Accessories,CAT003,2500,57,142500,7125,135375,2707.5,27075,4061.25,2025,May,30,132667.5,27075
7/20/2026,SID007,Abdullah Al Mamun,INV2607103052,Infinity Style,Male,CUS00318,Online,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,5,3250,227.5,3022.5,60.45,906.75,90.67,2026,July,20,2962.05,906.75
1/14/2025,SID018,Samira Akter,INV2501103053,Cosmetics Plus,Both,CUS00294,Distributor,Toothbrush,HYG006,Hygiene Products,CAT004,150,5,750,52.5,697.5,13.95,139.5,20.93,2025,January,14,683.55,139.5
5/14/2026,SID020,Sadia Afrin,INV2605103054,Rainbow Apparel,Male,CUS00399,Corporate,Face Serum,COS014,Cosmetics,CAT002,1300,83,107900,3237,104663,0,31398.9,3139.89,2026,May,14,104663,31398.9
12/15/2026,SID018,Abdullah Al Mamun,INV2612103055,Blue Sky Fashion,Both,CUST014,Online,Men Shirt,APP017,Fashion Apparel,CAT001,1600,97,155200,15520,139680,0,41904,4190.4,2026,December,15,139680,41904
7/29/2026,SID016,Abdullah Al Mamun,INV2607103056,Iconic Fashion,Both,CUS00486,Online,Women's Saree,APP005,Fashion Apparel,CAT001,3200,48,153600,15360,138240,2764.8,41472,4147.2,2026,July,29,135475.2,41472
8/29/2025,SID015,Rashedul Islam,INV2508103057,Metro Fashion,Female,CUS00297,Corporate,Mouthwash,HYG007,Hygiene Products,CAT004,300,60,18000,0,18000,900,3600,540,2025,August,29,17100,3600
1/4/2025,SID013,Tasnia Rahman,INV2501103058,Trendy Shop,Both,CUS00464,Walk In,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,46,39100,1955,37145,0,7429,1114.35,2025,January,4,37145,7429
2/23/2026,SID005,Mim Akter,INV2602103059,New Era Fashion,Both,CUS00085,Distributor,Keychain,ACC015,Accessories,CAT003,300,26,7800,390,7410,148.2,1482,222.3,2026,February,23,7261.8,1482
4/17/2026,SID008,Rakib Hasan,INV2604103060,Perfect Beauty,Female,CUS00406,Retail,Women's Saree,APP005,Fashion Apparel,CAT001,3200,55,176000,12320,163680,8184,49104,4910.4,2026,April,17,155496,49104
9/29/2026,SID003,Shakil Khan,INV2609103061,New Era Fashion,Male,CUS00131,Corporate,Body Oil,COS040,Cosmetics,CAT002,800,56,44800,4480,40320,0,8064,1209.6,2026,September,29,40320,8064
5/16/2025,SID016,Shakil Khan,INV2505103062,Cosmo House,Both,CUST055,Distributor,Men Jeans,APP003,Fashion Apparel,CAT001,2200,43,94600,9460,85140,0,25542,2554.2,2025,May,16,85140,25542
2/14/2026,SID017,Rashedul Islam,INV2602103063,Star Fashion,Both,CUS00129,Online,Hair Straightener,COS035,Cosmetics,CAT002,3500,85,297500,20825,276675,13833.75,55335,8300.25,2026,February,14,262841.25,55335
1/12/2025,SID018,Mehedi Hasan,INV2501103064,Beauty Express,Male,CUST002,Online,Wallet,ACC002,Accessories,CAT003,1200,18,21600,1080,20520,0,6156,615.6,2025,January,12,20520,6156
7/24/2026,SID018,Tasnia Rahman,INV2607103065,Global Apparel,Male,CUS00401,Retail,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,21,13650,955.5,12694.5,634.73,0,380.83,2026,July,24,12059.77,0
7/29/2025,SID010,Sabbir Ahmed,INV2507103066,Fresh Look,Female,CUS00220,Retail,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,31,55800,0,55800,0,11160,1674,2025,July,29,55800,11160
12/16/2025,SID016,Mehedi Hasan,INV2512103067,Style Corner,Male,CUS00239,Corporate,Body Butter,COS017,Cosmetics,CAT002,700,53,37100,1113,35987,0,7197.4,1079.61,2025,December,16,35987,7197.4
6/7/2025,SID003,Shuvo Das,INV2506103068,Trendy Shop,Female,CUS00409,Retail,Feminine Wash,HYG010,Hygiene Products,CAT004,400,64,25600,1792,23808,0,7142.4,714.24,2025,June,7,23808,7142.4
3/31/2026,SID009,Shuvo Das,INV2603103069,Beauty World,Male,CUST010,Distributor,Hair Dryer,COS038,Cosmetics,CAT002,4000,42,168000,16800,151200,3024,0,4536,2026,March,31,148176,0
10/13/2026,SID011,Tasnia Rahman,INV2610103070,Glow & Shine,Female,CUS00214,Distributor,Women's Top,APP006,Fashion Apparel,CAT001,1200,86,103200,0,103200,2064,20640,3096,2026,October,13,101136,20640
7/23/2026,SID015,Siam Ahmed,INV2607103071,Urban Style,Male,CUS00290,Walk In,Diapers,HYG012,Hygiene Products,CAT004,800,88,70400,4928,65472,0,13094.4,1964.16,2026,July,23,65472,13094.4
5/25/2025,SID019,Sharmin Akter,INV2505103072,Wonder Collection,Both,CUS00024,Online,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,67,56950,5695,51255,1025.1,10251,1537.65,2025,May,25,50229.9,10251
3/22/2025,SID012,Rakib Hasan,INV2503103073,Royal Cosmetics,Male,CUS00437,Corporate,Hair Removal Cream,HYG013,Hygiene Products,CAT004,450,99,44550,3118.5,41431.5,828.63,8286.3,1242.94,2025,March,22,40602.87,8286.3
12/4/2026,SID012,Rafiul Karim,INV2612103074,Royal Style,Male,CUS00236,Distributor,Sunscreen,COS009,Cosmetics,CAT002,1150,57,65550,3277.5,62272.5,1245.45,0,1868.17,2026,December,4,61027.05,0
3/26/2026,SID006,Bonna Akter,INV2603103075,Dream Fashion,Both,CUS00350,Online,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,82,53300,5330,47970,2398.5,14391,1439.1,2026,March,26,45571.5,14391
12/6/2026,SID018,Jannatul Ferdous,INV2612103076,Urban Trends,Female,CUS00055,Retail,Body Mist,COS037,Cosmetics,CAT002,450,10,4500,135,4365,0,0,130.95,2026,December,6,4365,0
2/28/2026,SID006,Tanjina Sultana,INV2602103077,Metro Fashion,Both,CUS00274,Retail,Women's Leggings,APP012,Fashion Apparel,CAT001,1300,11,14300,1001,13299,0,0,398.97,2026,February,28,13299,0
12/10/2026,SID004,Farzana Akter,INV2612103078,Fashion Central,Female,CUS00298,Distributor,Luggage,ACC013,Accessories,CAT003,8000,57,456000,13680,442320,8846.4,88464,13269.6,2026,December,10,433473.6,88464
4/7/2025,SID009,Mahmudul Hasan,INV2504103079,Trendy Shop,Male,CUS00382,Walk In,Men Jeans,APP003,Fashion Apparel,CAT001,2200,94,206800,0,206800,4136,62040,6204,2025,April,7,202664,62040
10/4/2025,SID012,Shakil Khan,INV2510103080,Elegant Boutique,Both,CUS00188,Retail,Sunglasses,ACC004,Accessories,CAT003,1500,30,45000,4500,40500,2025,8100,1215,2025,October,4,38475,8100
11/2/2025,SID001,Sabbir Ahmed,INV2511103081,Iconic Fashion,Male,CUS00333,Online,Face Mask,HYG002,Hygiene Products,CAT004,150,69,10350,724.5,9625.5,481.28,0,288.76,2025,November,2,9144.22,0
8/6/2026,SID019,Rakib Hasan,INV2608103082,Beauty Express,Male,CUST002,Online,Men Shirt,APP017,Fashion Apparel,CAT001,1600,52,83200,4160,79040,3952,0,2371.2,2026,August,6,75088,0
2/17/2026,SID004,Farzana Akter,INV2602103083,Beauty World,Male,CUST010,Distributor,Hair Gel,COS028,Cosmetics,CAT002,400,65,26000,780,25220,1261,5044,756.6,2026,February,17,23959,5044
3/24/2026,SID006,Arif Hossain,INV2603103084,Bloom Cosmetics,Female,CUST027,Distributor,Face Cream,COS007,Cosmetics,CAT002,950,75,71250,0,71250,1425,21375,2137.5,2026,March,24,69825,21375
3/13/2026,SID010,Mim Akter,INV2603103085,Beauty Avenue,Female,CUST049,Distributor,Hoodie,APP009,Fashion Apparel,CAT001,2500,53,132500,13250,119250,0,35775,3577.5,2026,March,13,119250,35775
12/8/2025,SID009,Mehedi Hasan,INV2512103086,Unique Collection,Female,CUS00309,Online,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,11,19800,594,19206,0,5761.8,576.18,2025,December,8,19206,5761.8
9/5/2025,SID003,Bonna Akter,INV2509103087,Signature Fashion,Male,CUS00362,Online,Face Mask,HYG002,Hygiene Products,CAT004,150,30,4500,225,4275,213.75,0,128.25,2025,September,5,4061.25,0
11/29/2026,SID014,Nayeem Hasan,INV2611103088,Fresh Look,Both,CUS00326,Distributor,Face Mask,HYG002,Hygiene Products,CAT004,150,5,750,75,675,0,0,20.25,2026,November,29,675,0
7/19/2025,SID007,Imran Hossain,INV2507103089,Modern Boutique,Female,CUS00364,Walk In,Body Lotion,COS004,Cosmetics,CAT002,650,65,42250,1267.5,40982.5,2049.12,0,1229.47,2025,July,19,38933.38,0
4/3/2026,SID005,Mehedi Hasan,INV2604103090,Fashion Avenue,Male,CUS00019,Online,Condom,COS036,Cosmetics,CAT002,300,31,9300,0,9300,0,2790,279,2026,April,3,9300,2790
5/17/2025,SID010,Mahmudul Hasan,INV2505103091,Fashion Plus,Both,CUS00452,Corporate,Body Lotion,COS004,Cosmetics,CAT002,650,23,14950,1495,13455,269.1,4036.5,403.65,2025,May,17,13185.9,4036.5
1/31/2026,SID012,Samira Akter,INV2601103092,Diamond Cosmetics,Male,CUS00293,Retail,Backpack,ACC012,Accessories,CAT003,3000,17,51000,5100,45900,918,13770,1377,2026,January,31,44982,13770
2/4/2025,SID007,Rafiul Karim,INV2502103093,Dream Fashion,Both,CUS00024,Walk In,Perfume,COS003,Cosmetics,CAT002,2200,64,140800,9856,130944,6547.2,0,3928.32,2025,February,4,124396.8,0
10/31/2025,SID019,Rafiul Karim,INV2510103094,Shine Collection,Both,CUS00355,Online,Perfume,COS003,Cosmetics,CAT002,2200,84,184800,5544,179256,8962.8,0,5377.68,2025,October,31,170293.2,0
4/27/2026,SID003,Tanjina Sultana,INV2604103095,Beauty Express,Male,CUST002,Online,Hair Gel,COS028,Cosmetics,CAT002,400,36,14400,1008,13392,669.6,2678.4,401.76,2026,April,27,12722.4,2678.4
2/4/2026,SID009,Tanvir Islam,INV2602103096,Wonder Collection,Both,CUS00498,Walk In,Lipstick,COS002,Cosmetics,CAT002,850,37,31450,3145,28305,1415.25,0,849.15,2026,February,4,26889.75,0
3/27/2026,SID014,Shakil Khan,INV2603103097,Modern Style,Both,CUS00172,Retail,Nail Polish,COS013,Cosmetics,CAT002,400,92,36800,1840,34960,1748,6992,1048.8,2026,March,27,33212,6992
1/14/2026,SID013,Mehedi Hasan,INV2601103098,Lily Boutique,Both,CUS00148,Retail,Hair Removal Cream,COS025,Cosmetics,CAT002,450,96,43200,0,43200,0,0,1296,2026,January,14,43200,0
8/31/2025,SID010,Mim Akter,INV2508103099,Urban Style,Female,CUS00236,Corporate,Foot Care Cream,COS023,Cosmetics,CAT002,300,50,15000,450,14550,0,2910,436.5,2025,August,31,14550,2910
11/5/2026,SID001,Nayeem Hasan,INV2611103100,New Era Fashion,Female,CUS00212,Distributor,Lipstick,COS002,Cosmetics,CAT002,850,94,79900,0,79900,3995,0,2397,2026,November,5,75905,0
10/27/2025,SID012,Rashedul Islam,INV2510103101,Glow & Shine,Male,CUS00307,Corporate,Handbag,ACC001,Accessories,CAT003,3500,44,154000,0,154000,3080,30800,4620,2025,October,27,150920,30800
7/18/2025,SID012,Imran Hossain,INV2507103102,Fashion Hub Ltd,Male,CUS00208,Online,Sanitary Napkins,HYG004,Hygiene Products,CAT004,350,37,12950,1295,11655,582.75,0,349.65,2025,July,18,11072.25,0
5/25/2025,SID006,Samira Akter,INV2505103103,Elegant Boutique,Female,CUS00229,Walk In,Body Mist,COS037,Cosmetics,CAT002,450,43,19350,0,19350,967.5,5805,580.5,2025,May,25,18382.5,5805
9/5/2026,SID004,Shakil Khan,INV2609103104,Chic Collection,Male,CUST050,Online,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,59,38350,1917.5,36432.5,728.65,10929.75,1092.97,2026,September,5,35703.85,10929.75
5/23/2025,SID003,Arif Hossain,INV2505103105,Perfect Beauty,Female,CUS00002,Distributor,Watch,ACC005,Accessories,CAT003,5000,77,385000,11550,373450,18672.5,112035,11203.5,2025,May,23,354777.5,112035
10/10/2026,SID003,Sadia Afrin,INV2610103106,Iconic Fashion,Female,CUS00295,Corporate,Toothbrush,HYG006,Hygiene Products,CAT004,150,69,10350,724.5,9625.5,481.28,0,288.76,2026,October,10,9144.22,0
9/7/2025,SID004,Sabbir Ahmed,INV2509103107,Fashion Gallery,Female,CUS00346,Online,Hair Gel,COS028,Cosmetics,CAT002,400,24,9600,672,8928,446.4,1785.6,267.84,2025,September,7,8481.6,1785.6
8/25/2026,SID001,Rafiul Karim,INV2608103108,Crystal Cosmetics,Male,CUS00215,Distributor,Shaving Cream,HYG009,Hygiene Products,CAT004,350,78,27300,1911,25389,507.78,0,761.67,2026,August,25,24881.22,0
4/1/2026,SID016,Shakil Khan,INV2604103109,Urban Beauty,Male,CUS00417,Distributor,Hair Serum,COS006,Cosmetics,CAT002,1200,9,10800,0,10800,0,3240,324,2026,April,1,10800,3240
10/19/2025,SID006,Imran Hossain,INV2510103110,Signature Fashion,Both,CUS00215,Distributor,Deodorant,COS016,Cosmetics,CAT002,450,90,40500,2025,38475,0,11542.5,1154.25,2025,October,19,38475,11542.5
11/19/2026,SID010,Mim Akter,INV2611103111,New Era Fashion,Both,CUS00497,Distributor,Men Jeans,APP003,Fashion Apparel,CAT001,2200,69,151800,7590,144210,0,28842,4326.3,2026,November,19,144210,28842
3/17/2025,SID007,Mim Akter,INV2503103112,Beauty Avenue,Female,CUST049,Distributor,Aftershave,COS019,Cosmetics,CAT002,800,82,65600,3280,62320,0,12464,1869.6,2025,March,17,62320,12464
1/9/2025,SID010,Tanvir Islam,INV2501103113,Elegant Choice,Female,CUS00116,Distributor,Underarm Whitening Cream,COS024,Cosmetics,CAT002,500,64,32000,960,31040,1552,6208,931.2,2025,January,9,29488,6208
5/19/2025,SID014,Rakib Hasan,INV2505103114,Signature Fashion,Both,CUS00232,Distributor,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,79,51350,2567.5,48782.5,2439.12,0,1463.47,2025,May,19,46343.38,0
12/3/2025,SID003,Mehedi Hasan,INV2512103115,Glamour Point,Male,CUS00346,Retail,Keychain,ACC015,Accessories,CAT003,300,26,7800,234,7566,378.3,1513.2,226.98,2025,December,3,7187.7,1513.2
6/2/2026,SID007,Arif Hossain,INV2606103116,Signature Fashion,Female,CUS00079,Distributor,Nail Polish,COS013,Cosmetics,CAT002,400,88,35200,0,35200,1760,7040,1056,2026,June,2,33440,7040
1/5/2025,SID008,Tanjina Sultana,INV2501103117,Beauty World,Male,CUST010,Distributor,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,81,145800,7290,138510,2770.2,41553,4155.3,2025,January,5,135739.8,41553
12/7/2026,SID007,Rafiul Karim,INV2612103118,Glamour Point,Both,CUS00152,Walk In,Body Scrub,COS026,Cosmetics,CAT002,650,58,37700,0,37700,0,11310,1131,2026,December,7,37700,11310
9/3/2026,SID002,Siam Ahmed,INV2609103119,Grace Boutique,Male,CUS00274,Distributor,Hair Gel,COS028,Cosmetics,CAT002,400,6,2400,0,2400,48,480,72,2026,September,3,2352,480
